"","X1","pros_page1","pros_page_rating_value"
"316",36,"- things move fast which means products are launched quickly in order to be first
- people are approachable, nice and usually efficient
- Processes are well developed. Many ex colleagues have commented that you tend to forget what a well oiled machinery it is which you realize only once leaving Bloomberg
- stunning office in London","3.0"
"317",36,"Flat hierarchy and good work life balance.","5.0"
"318",36,"Loved the people, and the snacks! A great company to do an internship with!","3.0"
"319",36,"its obvious everyone loves the food but forgets that this place s a dominant force","5.0"
"320",36,"- Rich company culture
- Flat structure
- Great benefits","4.0"
"321",38,"First job coming out of university, great platform to build from.","4.0"
"322",38,"-Global presence
-Decent salary
-Abundant snacks
-Good values/culture
-Decent opportunity for advancement/mobility across company","5.0"
"323",38,"Smart, kind, hardworking coworkers, and profits go largely towards philanthropic work","2.0"
"324",38,"Lots of opportunities for trying different skills and learning, interesting work and travel","4.0"
"325",38,"Great company culture with good perks and opportunity for volunteering","2.0"
"326",38,"- you can tell people you work for Bloomberg
- great benefits and pantry, I wish they could just pay everything out..","3.0"
"327",38,"nice pantry, nice building, good looking colleagues","5.0"
"328",38,"Hard work is rewarded, great internal perks, smart employees","3.0"
"329",38,"-Free breakfast and coffee in the pantry
-Decent salary industry
-Private healthcare","5.0"
"330",38,"Great benefits, free snacks, great culture, cool and interesting atmosphere, opportunities to grow and move","4.0"
"331",39,"* this is a company with definite name recognition. 
* change is the constant - all company says it, this company lives it
* rare position to learn from each other, the clients and from the market - it's SOOO in touch.","4.0"
"332",39,"Lots to learn about the software and financial industries.  You'll find the place is highly collaborative and people work to get stuff done.  The engineering culture is great.","5.0"
"333",39,"free snacks, autonomy, and ability to learn a lot","2.0"
"334",39,"Great Benefits, snacks, beautiful office","4.0"
"335",39,"Fun, smart and dynamic people. High tech company. Good social events. Great office. Free breakfast. Good salary and benefits","2.0"
"336",39,"Benefits,  culture, technology","3.0"
"337",39,"CEO might be 2020 president.
Good work-life balance.","5.0"
"338",39,"It is a great out of college job if you have little to no work experience.  You will learn to use the terminal - mostly to help clients with login issues and you will also transfer calls to other departments.  Hence, you will learn about the company bit by bit as you have to liaise with other departments regularly.  If you have a decent work history - this job is too entry level for you.  If you are interested in... technical operations - you should try for Installs etc  -- there have been systemic changes since my departure and it is more of a hybrid-outlook.  However, it is still relatively entry level.  You will meet a lot of people. You will make friends if you are the type to go to work to make friends, etc. Solid 401K; healthcare benefits; vacation time; unlimited sick days (doctor's note required after a certain amount of days).","3.0"
"339",39,"benefícios como plano de saúde são bons.","5.0"
"340",39,"given all the resources to do the job","4.0"
"341",40,"Good work life balance ethic","4.0"
"342",40,"Take care of employees very well","5.0"
"343",40,"The culture is very unique. No real titles, which means you can have a lot of ownership over your role and career.
Most of the company's profits go to philanthropy, which is unlike any other company. Really makes it all worthwhile.
Great benefits, no monthly cost for health insurance.","2.0"
"344",40,"Great company, enjoyable environment, interesting work, reasonable life/work balance","4.0"
"345",40,"Great learning and very open minded working","2.0"
"346",40,"Management et organisation au millimètre. Très bonne condition de travail.","3.0"
"347",40,"Good working environment, interesting learning opportunities","5.0"
"348",40,"Great people, challenging work, nice perks, flexible schedule","3.0"
"349",40,"Great perks and benefits, including free food","5.0"
"350",40,"- Good training
- Motivated and professional colleagues
- Extraordinary working environment","4.0"
"351",41,"The best culture in new york.","4.0"
"352",41,"Everything is perfect. I like everything.","5.0"
"353",41,"New employees likely have a chance but existing employees won't survive the change in organizational management.","2.0"
"354",41,"good benefit package compared to other news orgs","4.0"
"355",41,"-Sense of purpose (philanthropy engagements)
-Good pay
-Flexible on time off and work from home","2.0"
"356",41,"Good work environment. Opportunities to move/grow","3.0"
"357",41,"Great culture, good engineers and good work life balance","5.0"
"358",41,"Very nice people and cool environment","3.0"
"359",41,"Great values and principles; Lots of very talented and smart people; can be inspiring in the right context","5.0"
"360",41,"free food, cool building, everyone is young & attractive","4.0"
"361",42,"Culture, people, office, innovative, open","4.0"
"362",42,"Good benefits, lots of challenging/interesting work","5.0"
"363",42,"Great company / awesome product.","2.0"
"364",42,"Great benefits, humane workplace, reasonable salary.","4.0"
"365",42,"Good environment 
Supportive colleagues 
Lots of snacks 
Opportunities to learn and have trainings","2.0"
"366",42,"Hard work pays off here","3.0"
"367",42,"Large organization with muscle; good HR practices on paper;
A very good place to learn functional aspects and team dynamics.","5.0"
"368",42,"Very flat structure offering broad opportunities. Excellent benefits, high quality offices and fantastic pantry","3.0"
"369",42,"Great life-work balance, career path and possibility to move from one team to the other","5.0"
"370",42,"Great company culture and perks
If you network with the right people you can take on interesting projects
Good work-life balance","4.0"
"371",43,"Great company. Lots of mentorship, supportive environment, benefits are fantastic, generous tuition match and genuine interest in employee self-improvement.","4.0"
"372",43,"A good place to work and a friendly environment","5.0"
"373",43,"- training is world class
- get put in front of clients very quickly
- great people","2.0"
"374",43,"Great company to work for, loads of free benefits.","4.0"
"375",43,"Great Culture..Work life balance is amazing","2.0"
"376",43,"Nice cowerkers and free lunch on site","3.0"
"377",43,"Stable job
Company not too big - A person can make an impact at the firm level easier 
Treats employees very well
Amazing office","5.0"
"378",43,"Good place to work; free food","3.0"
"379",43,"*Free Healthcare if you complete the annual Health Assessment during open enrollment

*Free breakfast, snacks, coffee/tea, lunch (soup)
*Free Dinner after 8PM
*Very generous 401K match, (15% up to 50% of annual salary, max of 7500/yr)
*Nice work-life balance (dept: sales & account mgmt)","5.0"
